Original Text,NER Tag Pairs,Has Medical Info
The agreement reached resulted in Purdue Pharma and some of its executives paying $ 634.5 million in fines . O,"[('O','The'),('O','agreement'),('O','reached'),('O','resulted'),('O','in'),('O','Purdue'),('O','Pharma'),('O','and'),('O','some'),('O','of'),('O','its'),('O','executives'),('O','paying'),('O','$'),('O','634.5'),('O','million'),('O','in'),('O','fines'),('O','.')]",0
Bracewell & Giuliani represented corporate clients before many U.S. Government departments and agencies .,"[('O','Bracewell'),('O','&'),('O','Giuliani'),('O','represented'),('O','corporate'),('O','clients'),('O','before'),('O','many'),('O','U.S.'),('O','Government'),('O','departments'),('O','and'),('O','agencies'),('O','.')]",0
Some clients have worked with corporations and foreign governments . O,"[('O','Some'),('O','clients'),('O','have'),('O','worked'),('O','with'),('O','corporations'),('O','and'),('O','foreign'),('O','governments'),('O','.')]",0
"Giuliani left the firm in January 2016 , by "" amicable agreement , "" and the firm was rebranded as Bracewell LLP .","[('O','Giuliani'),('O','left'),('O','the'),('O','firm'),('O','in'),('O','January'),('O','2016'),('O',','),('O','by'),('O','""'),('O','amicable'),('O','agreement'),('O',','),('O','""'),('O','and'),('O','the'),('O','firm'),('O','was'),('O','rebranded'),('O','as'),('O','Bracewell'),('O','LLP'),('O','.')]",0
"In January 2016 , Giuliani moved to the law firm Greenberg Traurig , where he served as the global chairman for Greenberg 's cybersecurity and crisis management group , as well as a senior advisor to the firm 's executive chairman . O","[('O','In'),('O','January'),('O','2016'),('O',','),('O','Giuliani'),('O','moved'),('O','to'),('O','the'),('O','law'),('O','firm'),('O','Greenberg'),('O','Traurig'),('O',','),('O','where'),('O','he'),('O','served'),('O','as'),('O','the'),('O','global'),('O','chairman'),('O','for'),('O','Greenberg'),('O',''s'),('O','cybersecurity'),('O','and'),('O','crisis'),('O','management'),('O','group'),('O',','),('O','as'),('O','well'),('O','as'),('O','a'),('O','senior'),('O','advisor'),('O','to'),('O','the'),('O','firm'),('O',''s'),('O','executive'),('O','chairman'),('O','.')]",0
"In April 2018 , he took an unpaid leave of absence when he joined Trump 's legal defense team . O","[('O','In'),('O','April'),('O','2018'),('O',','),('O','he'),('O','took'),('O','an'),('O','unpaid'),('O','leave'),('O','of'),('O','absence'),('O','when'),('O','he'),('O','joined'),('O','Trump'),('O',''s'),('O','legal'),('O','defense'),('O','team'),('O','.')]",0
"He resigned from the firm on May 9 , 2018 . O","[('O','He'),('O','resigned'),('O','from'),('O','the'),('O','firm'),('O','on'),('O','May'),('O','9'),('O',','),('O','2018'),('O','.')]",0
"In August 2018 , Giuliani was retained by Freeh Group International Solutions , a global consulting firm run by former FBI Director Louis Freeh , which paid him a fee to lobby Romanian President Klaus Iohannis to change Romania 's anti - corruption policy and reduce the role of the National Anticorruption Directorate .","[('O','In'),('O','August'),('O','2018'),('O',','),('O','Giuliani'),('O','was'),('O','retained'),('O','by'),('O','Freeh'),('O','Group'),('O','International'),('O','Solutions'),('O',','),('O','a'),('O','global'),('O','consulting'),('O','firm'),('O','run'),('O','by'),('O','former'),('O','FBI'),('O','Director'),('O','Louis'),('O','Freeh'),('O',','),('O','which'),('O','paid'),('O','him'),('O','a'),('O','fee'),('O','to'),('O','lobby'),('O','Romanian'),('O','President'),('O','Klaus'),('O','Iohannis'),('O','to'),('O','change'),('O','Romania'),('O',''s'),('O','anti'),('O','-'),('O','corruption'),('O','policy'),('O','and'),('O','reduce'),('O','the'),('O','role'),('O','of'),('O','the'),('O','National'),('O','Anticorruption'),('O','Directorate'),('O','.')]",0
Giuliani argued that the anti - corruption efforts had gone too far . O,"[('O','Giuliani'),('O','argued'),('O','that'),('O','the'),('O','anti'),('O','-'),('O','corruption'),('O','efforts'),('O','had'),('O','gone'),('O','too'),('O','far'),('O','.')]",0
"On October 26 , 1968 , Giuliani married his second cousin , Regina Peruggi , whom he had known since childhood .","[('O','On'),('O','October'),('O','26'),('O',','),('O','1968'),('O',','),('O','Giuliani'),('O','married'),('O','his'),('O','second'),('O','cousin'),('O',','),('B-SP','Regina'),('I-SP','Peruggi'),('O',','),('O','whom'),('O','he'),('O','had'),('O','known'),('O','since'),('O','childhood'),('O','.')]",0
"By the mid-1970s , the marriage was in trouble and they agreed to a trial separation in 1975 . O","[('O','By'),('O','the'),('O','mid-1970s'),('O',','),('O','the'),('O','marriage'),('O','was'),('O','in'),('O','trouble'),('O','and'),('O','they'),('O','agreed'),('O','to'),('O','a'),('O','trial'),('O','separation'),('O','in'),('O','1975'),('O','.')]",0
Peruggi did not accompany him to Washington when he accepted the job in the Attorney General 's Office . O,"[('O','Peruggi'),('O','did'),('O','not'),('O','accompany'),('O','him'),('O','to'),('O','Washington'),('O','when'),('O','he'),('O','accepted'),('O','the'),('O','job'),('O','in'),('O','the'),('O','Attorney'),('O','General'),('O',''s'),('O','Office'),('O','.')]",0
"Giuliani met local television personality Donna Hanover sometime in 1982 , and they began dating when she was working in Miami .","[('O','Giuliani'),('O','met'),('O','local'),('O','television'),('O','personality'),('B-SP','Donna'),('I-SP','Hanover'),('O','sometime'),('O','in'),('O','1982'),('O',','),('O','and'),('O','they'),('O','began'),('O','dating'),('O','when'),('O','she'),('O','was'),('O','working'),('O','in'),('O','Miami'),('O','.')]",0
"Giuliani filed for legal separation from Peruggi on August 12 , 1982 . O","[('O','Giuliani'),('O','filed'),('O','for'),('O','legal'),('O','separation'),('O','from'),('O','Peruggi'),('O','on'),('O','August'),('O','12'),('O',','),('O','1982'),('O','.')]",0
"The Giuliani - Peruggi marriage legally ended in two ways : a civil divorce was issued by the end of 1982 , while a Roman Catholic church annulment of the Giuliani - Peruggi marriage was granted at the end of O reportedly because Giuliani had discovered that he and Peruggi were second cousins . O","[('O','The'),('O','Giuliani'),('O','-'),('O','Peruggi'),('O','marriage'),('O','legally'),('O','ended'),('O','in'),('O','two'),('O','ways'),('O',':'),('O','a'),('O','civil'),('O','divorce'),('O','was'),('O','issued'),('O','by'),('O','the'),('O','end'),('O','of'),('O','1982'),('O',','),('O','while'),('O','a'),('O','Roman'),('O','Catholic'),('O','church'),('O','annulment'),('O','of'),('O','the'),('O','Giuliani'),('O','-'),('O','Peruggi'),('O','marriage'),('O','was'),('O','granted'),('O','at'),('O','the'),('O','end'),('O','of'),('O','reportedly'),('O','because'),('O','Giuliani'),('O','had'),('O','discovered'),('O','that'),('O','he'),('O','and'),('O','Peruggi'),('O','were'),('O','second'),('O','cousins'),('O','.')]",0
"Alan Placa , Giuliani 's best man , later became a priest and helped get the annulment .","[('O','Alan'),('O','Placa'),('O',','),('O','Giuliani'),('O',''s'),('O','best'),('O','man'),('O',','),('O','later'),('O','became'),('O','a'),('O','priest'),('O','and'),('O','helped'),('O','get'),('O','the'),('O','annulment'),('O','.')]",0
Giuliani and Peruggi did not have any children . O,"[('O','Giuliani'),('O','and'),('O','Peruggi'),('O','did'),('O','not'),('O','have'),('O','any'),('O','children'),('O','.')]",0
"Giuliani and Hanover then married in a Catholic ceremony at St. Monica 's Church in Manhattan on April 15 , 1984 . O","[('O','Giuliani'),('O','and'),('O','Hanover'),('O','then'),('O','married'),('O','in'),('O','a'),('O','Catholic'),('O','ceremony'),('O','at'),('O','St.'),('O','Monica'),('O',''s'),('O','Church'),('O','in'),('O','Manhattan'),('O','on'),('O','April'),('O','15'),('O',','),('O','1984'),('O','.')]",0
"They had two children , son Andrew and daughter Caroline .","[('O','They'),('O','had'),('O','two'),('O','children'),('O',','),('B-CH','son'),('I-CH','Andrew'),('O','and'),('O','daughter'),('O','Caroline'),('O','.')]",0
"In 1995 , there were rumors that Giuliani was having an affair with his press secretary , Cristyne Lategano .","[('O','In'),('O','1995'),('O',','),('O','there'),('O','were'),('O','rumors'),('O','that'),('O','Giuliani'),('O','was'),('O','having'),('O','an'),('O','affair'),('O','with'),('O','his'),('O','press'),('O','secretary'),('O',','),('O','Cristyne'),('O','Lategano'),('O','.')]",0
On Father 's Day of that year Giuliani had told reporters that he was returning to Gracie Mansion to play ball with his son but instead took Lategano to a basement suite in City Hall .,"[('O','On'),('O','Father'),('O',''s'),('O','Day'),('O','of'),('O','that'),('O','year'),('O','Giuliani'),('O','had'),('O','told'),('O','reporters'),('O','that'),('O','he'),('O','was'),('O','returning'),('O','to'),('O','Gracie'),('O','Mansion'),('O','to'),('O','play'),('O','ball'),('O','with'),('O','his'),('O','son'),('O','but'),('O','instead'),('O','took'),('O','Lategano'),('O','to'),('O','a'),('O','basement'),('O','suite'),('O','in'),('O','City'),('O','Hall'),('O','.')]",0
"Three hours later Hanover went to City Hall to confront Giuliani , but a mayor 's aide prevented her from entering the suite . O","[('O','Three'),('O','hours'),('O','later'),('O','Hanover'),('O','went'),('O','to'),('O','City'),('O','Hall'),('O','to'),('O','confront'),('O','Giuliani'),('O',','),('O','but'),('O','a'),('O','mayor'),('O',''s'),('O','aide'),('O','prevented'),('O','her'),('O','from'),('O','entering'),('O','the'),('O','suite'),('O','.')]",0
"In 1996 , Donna Hanover reverted to her professional name and virtually stopped appearing in public with her husband . O","[('O','In'),('O','1996'),('O',','),('B-SP','Donna'),('I-SP','Hanover'),('O','reverted'),('O','to'),('O','her'),('O','professional'),('O','name'),('O','and'),('O','virtually'),('O','stopped'),('O','appearing'),('O','in'),('O','public'),('O','with'),('O','her'),('O','husband'),('O','.')]",0
Giuliani was still married to Hanover in May 1999 when he met,"[('O','Giuliani'),('O','was'),('O','still'),('O','married'),('O','to'),('O','Hanover'),('O','in'),('O','May'),('O','1999'),('O','when'),('O','he'),('O','met')]",0
Judith Nathan — a sales manager for a pharmaceutical company,"[('B-SP','Judith'),('I-SP','Nathan'),('O','—'),('O','a'),('O','sales'),('O','manager'),('O','for'),('O','a'),('O','pharmaceutical'),('O','company')]",0
"— at Club Macanudo , an Upper East Side cigar bar . O","[('O','—'),('O','at'),('O','Club'),('O','Macanudo'),('O',','),('O','an'),('O','Upper'),('O','East'),('O','Side'),('O','cigar'),('O','bar'),('O','.')]",0
They formed an ongoing relationship . O,"[('O','They'),('O','formed'),('O','an'),('O','ongoing'),('O','relationship'),('O','.')]",0
"In summer 1999 , Giuliani charged the costs for his NYPD security detail to obscure city agencies in order to keep his relationship with Nathan from public scrutiny . O","[('O','In'),('O','summer'),('O','1999'),('O',','),('O','Giuliani'),('O','charged'),('O','the'),('O','costs'),('O','for'),('O','his'),('O','NYPD'),('O','security'),('O','detail'),('O','to'),('O','obscure'),('O','city'),('O','agencies'),('O','in'),('O','order'),('O','to'),('O','keep'),('O','his'),('O','relationship'),('O','with'),('O','Nathan'),('O','from'),('O','public'),('O','scrutiny'),('O','.')]",0
"In early 2000 , the police department began providing Nathan with city - provided chauffeur services . O","[('O','In'),('O','early'),('O','2000'),('O',','),('O','the'),('O','police'),('O','department'),('O','began'),('O','providing'),('O','Nathan'),('O','with'),('O','city'),('O','-'),('O','provided'),('O','chauffeur'),('O','services'),('O','.')]",0
"By March 2000 , Giuliani had stopped wearing his wedding ring . O","[('O','By'),('O','March'),('O','2000'),('O',','),('O','Giuliani'),('O','had'),('O','stopped'),('O','wearing'),('O','his'),('O','wedding'),('O','ring'),('O','.')]",0
"The appearances that he and Nathan made at functions and events became publicly visible , although the appearances were not mentioned in the press . O","[('O','The'),('O','appearances'),('O','that'),('O','he'),('O','and'),('O','Nathan'),('O','made'),('O','at'),('O','functions'),('O','and'),('O','events'),('O','became'),('O','publicly'),('O','visible'),('O',','),('O','although'),('O','the'),('O','appearances'),('O','were'),('O','not'),('O','mentioned'),('O','in'),('O','the'),('O','press'),('O','.')]",0
"In early May 2000 , the Daily News and the New York Post both broke news of Giuliani 's relationship with Nathan . O","[('O','In'),('O','early'),('O','May'),('O','2000'),('O',','),('O','the'),('O','Daily'),('O','News'),('O','and'),('O','the'),('O','New'),('O','York'),('O','Post'),('O','both'),('O','broke'),('O','news'),('O','of'),('O','Giuliani'),('O',''s'),('O','relationship'),('O','with'),('O','Nathan'),('O','.')]",0
"Giuliani first publicly acknowledged her on May 3 , 2000 , when he stated that Nathan was his "" very good friend "" . O","[('O','Giuliani'),('O','first'),('O','publicly'),('O','acknowledged'),('O','her'),('O','on'),('O','May'),('O','3'),('O',','),('O','2000'),('O',','),('O','when'),('O','he'),('O','stated'),('O','that'),('O','Nathan'),('O','was'),('O','his'),('O','""'),('O','very'),('O','good'),('O','friend'),('O','""'),('O','.')]",0
"On May 10 , 2000 , Giuliani called a press conference to announce that he intended to separate from Hanover . O","[('O','On'),('O','May'),('O','10'),('O',','),('O','2000'),('O',','),('O','Giuliani'),('O','called'),('O','a'),('O','press'),('O','conference'),('O','to'),('O','announce'),('O','that'),('O','he'),('O','intended'),('O','to'),('O','separate'),('O','from'),('O','Hanover'),('O','.')]",0
Giuliani had not informed Hanover about his plans before his press conference . O,"[('O','Giuliani'),('O','had'),('O','not'),('O','informed'),('O','Hanover'),('O','about'),('O','his'),('O','plans'),('O','before'),('O','his'),('O','press'),('O','conference'),('O','.')]",0
This was an omission for which Giuliani was widely criticized . O,"[('O','This'),('O','was'),('O','an'),('O','omission'),('O','for'),('O','which'),('O','Giuliani'),('O','was'),('O','widely'),('O','criticized'),('O','.')]",0
"Giuliani now went on to praise Nathan as a "" very , very fine woman "" , and said about Hanover that "" over the course of some period of time in many ways , we 've grown to live independent and separate lives "" .","[('O','Giuliani'),('O','now'),('O','went'),('O','on'),('O','to'),('O','praise'),('O','Nathan'),('O','as'),('O','a'),('O','""'),('O','very'),('O',','),('O','very'),('O','fine'),('O','woman'),('O','""'),('O',','),('O','and'),('O','said'),('O','about'),('O','Hanover'),('O','that'),('O','""'),('O','over'),('O','the'),('O','course'),('O','of'),('O','some'),('O','period'),('O','of'),('O','time'),('O','in'),('O','many'),('O','ways'),('O',','),('O','we'),('O',''ve'),('O','grown'),('O','to'),('O','live'),('O','independent'),('O','and'),('O','separate'),('O','lives'),('O','""'),('O','.')]",0
"Hours later Hanover said , "" I had hoped that we could keep this marriage together .","[('O','Hours'),('O','later'),('O','Hanover'),('O','said'),('O',','),('O','""'),('O','I'),('O','had'),('O','hoped'),('O','that'),('O','we'),('O','could'),('O','keep'),('O','this'),('O','marriage'),('O','together'),('O','.')]",0
"For several years , it was difficult to participate in Rudy 's public life because of his relationship with one staff member "" . O","[('O','For'),('O','several'),('O','years'),('O',','),('O','it'),('O','was'),('O','difficult'),('O','to'),('O','participate'),('O','in'),('O','Rudy'),('O',''s'),('O','public'),('O','life'),('O','because'),('O','of'),('O','his'),('O','relationship'),('O','with'),('O','one'),('O','staff'),('O','member'),('O','""'),('O','.')]",0
Giuliani moved out of Gracie Mansion by August 2001 and into the apartment of a gay friend and his life partner . O,"[('O','Giuliani'),('O','moved'),('O','out'),('O','of'),('O','Gracie'),('O','Mansion'),('O','by'),('O','August'),('O','2001'),('O','and'),('O','into'),('O','the'),('O','apartment'),('O','of'),('O','a'),('O','gay'),('O','friend'),('O','and'),('O','his'),('O','life'),('O','partner'),('O','.')]",0
"Giuliani filed for divorce from Hanover in October 2000 , and a public battle broke out between their representatives . O","[('O','Giuliani'),('O','filed'),('O','for'),('O','divorce'),('O','from'),('O','Hanover'),('O','in'),('O','October'),('O','2000'),('O',','),('O','and'),('O','a'),('O','public'),('O','battle'),('O','broke'),('O','out'),('O','between'),('O','their'),('O','representatives'),('O','.')]",0
Nathan was barred by court order from entering Gracie Mansion or meeting his children before the divorce was final . O,"[('O','Nathan'),('O','was'),('O','barred'),('O','by'),('O','court'),('O','order'),('O','from'),('O','entering'),('O','Gracie'),('O','Mansion'),('O','or'),('O','meeting'),('O','his'),('O','children'),('O','before'),('O','the'),('O','divorce'),('O','was'),('O','final'),('O','.')]",0
"In May 2001 , Giuliani 's attorney revealed that Giuliani was impotent due to prostate cancer treatments and had not had sex with Nathan for the preceding year .","[('O','In'),('O','May'),('O','2001'),('O',','),('O','Giuliani'),('O',''s'),('O','attorney'),('O','revealed'),('O','that'),('O','Giuliani'),('O','was'),('O','impotent'),('O','due'),('O','to'),('O','prostate'),('O','cancer'),('O','treatments'),('O','and'),('O','had'),('O','not'),('O','had'),('O','sex'),('O','with'),('O','Nathan'),('O','for'),('O','the'),('O','preceding'),('O','year'),('O','.')]",0
"""","[('O','""')]",0
"You do n't get through treatment for cancer and radiation all by yourself "" , Giuliani said .","[('O','You'),('O','do'),('O','n't'),('O','get'),('O','through'),('O','treatment'),('O','for'),('O','cancer'),('O','and'),('O','radiation'),('O','all'),('O','by'),('O','yourself'),('O','""'),('O',','),('O','Giuliani'),('O','said'),('O','.')]",0
"""","[('O','""')]",0
You need people to help you and care for you and support you .,"[('O','You'),('O','need'),('O','people'),('O','to'),('O','help'),('O','you'),('O','and'),('O','care'),('O','for'),('O','you'),('O','and'),('O','support'),('O','you'),('O','.')]",0
And I 'm very fortunate,"[('O','And'),('O','I'),('O',''m'),('O','very'),('O','fortunate')]",0
"I had a lot of people who did that , but nobody did more to help me than Judith Nathan .","[('O','I'),('O','had'),('O','a'),('O','lot'),('O','of'),('O','people'),('O','who'),('O','did'),('O','that'),('O',','),('O','but'),('O','nobody'),('O','did'),('O','more'),('O','to'),('O','help'),('O','me'),('O','than'),('B-SP','Judith'),('I-SP','Nathan'),('O','.')]",0
"""","[('O','""')]",0
"In a court case , Giuliani argued that he planned to introduce Nathan to his children on Father 's Day 2001 and that Hanover had prevented this visit . O","[('O','In'),('O','a'),('O','court'),('O','case'),('O',','),('O','Giuliani'),('O','argued'),('O','that'),('O','he'),('O','planned'),('O','to'),('O','introduce'),('O','Nathan'),('O','to'),('O','his'),('O','children'),('O','on'),('O','Father'),('O',''s'),('O','Day'),('O','2001'),('O','and'),('O','that'),('O','Hanover'),('O','had'),('O','prevented'),('O','this'),('O','visit'),('O','.')]",0
"Giuliani and Hanover finally settled their divorce case in July 2002 after his mayoralty had ended , with Giuliani paying Hanover a $ 6.8 million settlement and granting her custody of their children . O","[('O','Giuliani'),('O','and'),('O','Hanover'),('O','finally'),('O','settled'),('O','their'),('O','divorce'),('O','case'),('O','in'),('O','July'),('O','2002'),('O','after'),('O','his'),('O','mayoralty'),('O','had'),('O','ended'),('O',','),('O','with'),('O','Giuliani'),('O','paying'),('O','Hanover'),('O','a'),('O','$'),('O','6.8'),('O','million'),('O','settlement'),('O','and'),('O','granting'),('O','her'),('O','custody'),('O','of'),('O','their'),('O','children'),('O','.')]",0
"Giuliani married Nathan on May 24 , 2003 , and gained a stepdaughter , Whitney .","[('O','Giuliani'),('O','married'),('O','Nathan'),('O','on'),('O','May'),('O','24'),('O',','),('O','2003'),('O',','),('O','and'),('O','gained'),('O','a'),('O','stepdaughter'),('O',','),('O','Whitney'),('O','.')]",0
It was also Nathan 's third marriage after two divorces . O,"[('O','It'),('O','was'),('O','also'),('O','Nathan'),('O',''s'),('O','third'),('O','marriage'),('O','after'),('O','two'),('O','divorces'),('O','.')]",0
"By March 2007 , The New York Times and the Daily News reported that Giuliani had become estranged from both his son Andrew and his daughter Caroline . O","[('O','By'),('O','March'),('O','2007'),('O',','),('O','The'),('O','New'),('O','York'),('O','Times'),('O','and'),('O','the'),('O','Daily'),('O','News'),('O','reported'),('O','that'),('O','Giuliani'),('O','had'),('O','become'),('O','estranged'),('O','from'),('O','both'),('O','his'),('O','son'),('B-CH','Andrew'),('O','and'),('O','his'),('O','daughter'),('O','Caroline'),('O','.')]",0
"In 2014 , he said his relationship with his children was better than ever , and was spotted eating and playing golf with Andrew . O","[('O','In'),('O','2014'),('O',','),('O','he'),('O','said'),('O','his'),('O','relationship'),('O','with'),('O','his'),('O','children'),('O','was'),('O','better'),('O','than'),('O','ever'),('O',','),('O','and'),('O','was'),('O','spotted'),('O','eating'),('O','and'),('O','playing'),('O','golf'),('O','with'),('B-CH','Andrew'),('O','.')]",0
"On April 4 , 2018 , Nathan filed for divorce from Giuliani after 15 years of marriage . O","[('O','On'),('O','April'),('O','4'),('O',','),('O','2018'),('O',','),('O','Nathan'),('O','filed'),('O','for'),('O','divorce'),('O','from'),('O','Giuliani'),('O','after'),('O','15'),('O','years'),('O','of'),('O','marriage'),('O','.')]",0
"According to an interview with New York magazine , O “ For a variety of reasons that I know as a spouse and a nurse ... he has become a different man .","[('O','According'),('O','to'),('O','an'),('O','interview'),('O','with'),('O','New'),('O','York'),('O','magazine'),('O',','),('O','“'),('O','For'),('O','a'),('O','variety'),('O','of'),('O','reasons'),('O','that'),('O','I'),('O','know'),('O','as'),('O','a'),('O','spouse'),('O','and'),('O','a'),('O','nurse'),('O','...'),('O','he'),('O','has'),('O','become'),('O','a'),('O','different'),('O','man'),('O','.')]",0
”,"[('O','”')]",0
"In April 1981 , Giuliani 's father died at age 73 of prostate cancer at Memorial Sloan – Kettering Cancer Center .","[('O','In'),('O','April'),('O','1981'),('O',','),('O','Giuliani'),('O',''s'),('O','father'),('O','died'),('O','at'),('O','age'),('O','73'),('O','of'),('O','prostate'),('O','cancer'),('O','at'),('O','Memorial'),('O','Sloan'),('O','–'),('O','Kettering'),('O','Cancer'),('O','Center'),('O','.')]",0
"Nineteen years later in April 2000 , Giuliani was 55 when he was diagnosed with prostate cancer on prostate biopsy after an elevated screening PSA . O","[('O','Nineteen'),('O','years'),('O','later'),('O','in'),('O','April'),('O','2000'),('O',','),('O','Giuliani'),('O','was'),('O','55'),('O','when'),('O','he'),('O','was'),('O','diagnosed'),('O','with'),('O','prostate'),('O','cancer'),('O','on'),('O','prostate'),('O','biopsy'),('O','after'),('O','an'),('O','elevated'),('O','screening'),('O','PSA'),('O','.')]",0
"Giuliani chose a combination prostate cancer treatment consisting of four months of neoadjuvant Lupron hormonal therapy , then low dose - rate prostate brachytherapy with permanent implantation of ninety TheraSeed radioactive palladium-103 seeds in his prostate in September 2000 , followed two months later by five weeks of fifteen - minute , five - days - a - week external beam radiotherapy at Mount Sinai Medical Center , with five months of adjuvant Lupron hormonal therapy .","[('O','Giuliani'),('O','chose'),('O','a'),('O','combination'),('O','prostate'),('O','cancer'),('O','treatment'),('O','consisting'),('O','of'),('O','four'),('O','months'),('O','of'),('O','neoadjuvant'),('O','Lupron'),('O','hormonal'),('O','therapy'),('O',','),('O','then'),('O','low'),('O','dose'),('O','-'),('O','rate'),('O','prostate'),('O','brachytherapy'),('O','with'),('O','permanent'),('O','implantation'),('O','of'),('O','ninety'),('O','TheraSeed'),('O','radioactive'),('O','palladium-103'),('O','seeds'),('O','in'),('O','his'),('O','prostate'),('O','in'),('O','September'),('O','2000'),('O',','),('O','followed'),('O','two'),('O','months'),('O','later'),('O','by'),('O','five'),('O','weeks'),('O','of'),('O','fifteen'),('O','-'),('O','minute'),('O',','),('O','five'),('O','-'),('O','days'),('O','-'),('O','a'),('O','-'),('O','week'),('O','external'),('O','beam'),('O','radiotherapy'),('O','at'),('O','Mount'),('O','Sinai'),('O','Medical'),('O','Center'),('O',','),('O','with'),('O','five'),('O','months'),('O','of'),('O','adjuvant'),('O','Lupron'),('O','hormonal'),('O','therapy'),('O','.')]",0
"Giuliani has declined to comment publicly on his religious practice and beliefs , although he identifies religion as an important part of his life .","[('O','Giuliani'),('O','has'),('O','declined'),('O','to'),('O','comment'),('O','publicly'),('O','on'),('O','his'),('O','religious'),('O','practice'),('O','and'),('O','beliefs'),('O',','),('O','although'),('O','he'),('O','identifies'),('O','religion'),('O','as'),('O','an'),('O','important'),('O','part'),('O','of'),('O','his'),('O','life'),('O','.')]",0
"When asked if he is a practicing Catholic , Giuliani answered , "" My religious affiliation , my religious practices and the degree to which I am a good or not - so - good Catholic , I prefer to leave to the priests .","[('O','When'),('O','asked'),('O','if'),('O','he'),('O','is'),('O','a'),('O','practicing'),('O','Catholic'),('O',','),('O','Giuliani'),('O','answered'),('O',','),('O','""'),('O','My'),('O','religious'),('O','affiliation'),('O',','),('O','my'),('O','religious'),('O','practices'),('O','and'),('O','the'),('O','degree'),('O','to'),('O','which'),('O','I'),('O','am'),('O','a'),('O','good'),('O','or'),('O','not'),('O','-'),('O','so'),('O','-'),('O','good'),('O','Catholic'),('O',','),('O','I'),('O','prefer'),('O','to'),('O','leave'),('O','to'),('O','the'),('O','priests'),('O','.')]",0
"""","[('O','""')]",0
O Lindy Chen is an author and businesswoman .,"[('O','Lindy'),('O','Chen'),('O','is'),('O','an'),('O','author'),('O','and'),('O','businesswoman'),('O','.')]",0
She is founder of China Direct Sourcing Services and author of the book Import from China : How to Make a Million and Not Get Burnt !,"[('O','She'),('O','is'),('O','founder'),('O','of'),('O','China'),('O','Direct'),('O','Sourcing'),('O','Services'),('O','and'),('O','author'),('O','of'),('O','the'),('O','book'),('O','Import'),('O','from'),('O','China'),('O',':'),('O','How'),('O','to'),('O','Make'),('O','a'),('O','Million'),('O','and'),('O','Not'),('O','Get'),('O','Burnt'),('O','!')]",0
"Born in China , Chen grew up in Guiyang .","[('O','Born'),('O','in'),('O','China'),('O',','),('O','Chen'),('O','grew'),('O','up'),('O','in'),('O','Guiyang'),('O','.')]",0
"After she graduated from Tianjin University , she worked for two companies in China .","[('O','After'),('O','she'),('O','graduated'),('O','from'),('B-ED','Tianjin'),('I-ED','University'),('O',','),('O','she'),('O','worked'),('O','for'),('O','two'),('O','companies'),('O','in'),('O','China'),('O','.')]",0
Chen went to Australia as an international student in 2002 .,"[('O','Chen'),('O','went'),('O','to'),('O','Australia'),('O','as'),('O','an'),('O','international'),('O','student'),('O','in'),('O','2002'),('O','.')]",0
"She sold movie tickets door-to-door and managed her gout symptoms by taking Duloxetine, a medication prescribed by her doctor. In between her sales, she spent time working on improving her English and learning local customs. During a particularly severe gout attack, she sought treatment at NYU Langone Hospitals.","[('MED','gout'),('DRUG','Duloxetine'),('HSP','NYU Langone Hospitals')]",1
"In 2005 , she founded Chinadirect Sourcing .","[('O','In'),('O','2005'),('O',','),('O','she'),('O','founded'),('O','Chinadirect'),('O','Sourcing'),('O','.')]",0
This business helped local Australian companies build their businesses by importing from China .,"[('O','This'),('O','business'),('O','helped'),('O','local'),('O','Australian'),('O','companies'),('O','build'),('O','their'),('O','businesses'),('O','by'),('O','importing'),('O','from'),('O','China'),('O','.')]",0
"Up to 2011 , she helped her clients saved over $ 5 million in terms of manufacturing and importing costs .","[('O','Up'),('O','to'),('O','2011'),('O',','),('O','she'),('O','helped'),('O','her'),('O','clients'),('O','saved'),('O','over'),('O','$'),('O','5'),('O','million'),('O','in'),('O','terms'),('O','of'),('O','manufacturing'),('O','and'),('O','importing'),('O','costs'),('O','.')]",0
"According to the local television show , How to Get","[('O','According'),('O','to'),('O','the'),('O','local'),('O','television'),('O','show'),('O',','),('O','How'),('O','to'),('O','Get')]",0
"That Job , she talked about her ambition : leading her team and becoming one of the best sourcing company around the world . O","[('O','That'),('O','Job'),('O',','),('O','she'),('O','talked'),('O','about'),('O','her'),('O','ambition'),('O',':'),('O','leading'),('O','her'),('O','team'),('O','and'),('O','becoming'),('O','one'),('O','of'),('O','the'),('O','best'),('O','sourcing'),('O','company'),('O','around'),('O','the'),('O','world'),('O','.')]",0
"In 2017 , Chen founded FRETHAN Chain blockchain technology . O","[('O','In'),('O','2017'),('O',','),('O','Chen'),('O','founded'),('O','FRETHAN'),('O','Chain'),('O','blockchain'),('O','technology'),('O','.')]",0
Chen is the advisor of ContraCoin . O,"[('O','Chen'),('O','is'),('O','the'),('O','advisor'),('O','of'),('O','ContraCoin'),('O','.')]",0
Chen is the founding president of Australia Blockchain Alliance ( ABA ) . O,"[('O','Chen'),('O','is'),('O','the'),('O','founding'),('O','president'),('O','of'),('O','Australia'),('O','Blockchain'),('O','Alliance'),('O','('),('O','ABA'),('O',')'),('O','.')]",0
Chen is the president of Sunnybank Chamber of Commerce .,"[('O','Chen'),('O','is'),('O','the'),('O','president'),('O','of'),('O','Sunnybank'),('O','Chamber'),('O','of'),('O','Commerce'),('O','.')]",0
